externalId,name,supplierSku,gtin,brand,manufacturer,unit,description,category,variantLabel,imageUrl,sourceUrl,priceMinor,currency,quantityOnHand,warehouse,leadTimeDays,dataPolicy,supplierKey,supplierName
"cosmex-kz-206c74360c853ee3","Cosmex OverDose Anti-Dandruff Бальзам против перхоти 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverScalp — бальзам против перхоти, баланс кожи головы с активами: пироктон оламин, салициловая кислота, цинк PCA. Технология SebaBalance™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-anti-dandruff-bal-zam-protiv-perhoti-250-ml-d2945bc2-62b3-11f1-0a80-0cc5006c6132","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-be769099ea28fa64","Cosmex OverDose OverScalp Маска для волос против перхоти, баланс кожи головы SebaBalance™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverScalp — маска для волос против перхоти, баланс кожи головы с активами: пироктон оламин, салициловая кислота, цинк PCA. Технология SebaBalance™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overscalp-maska-dlya-volos-protiv-perhoti-balans-kozhi-golovy-sebabalance-250-ml-d2eee33e-62b3-11f1-0a80-1a46006e55e5","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-9e14b4a5b1fec82d","Cosmex OverDose Repair Восстанавливающий шампунь 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverBond — шампунь восстановление связей повреждённых волос с активами: бонд-билдер, кератин, аргинин. Технология Re:Link™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-repair-vosstanavlivayushchiy-shampun-250-ml-d341a777-62b3-11f1-0a80-17b9006e2b69","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-7459735b6d7f2ec5","Cosmex OverDose Repair Восстанавливающий бальзам 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverBond — бальзам восстановление связей повреждённых волос с активами: бонд-билдер, кератин, аргинин. Технология Re:Link™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-repair-vosstanavlivayushchiy-bal-zam-250-ml-d394dbae-62b3-11f1-0a80-01a5006e353d","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-39412db5f688d2c2","Cosmex OverDose OverBond Маска для волос восстановление связей повреждённых волос Re:Link™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverBond — маска для волос восстановление связей повреждённых волос с активами: бонд-билдер, кератин, аргинин. Технология Re:Link™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overbond-maska-dlya-volos-vosstanovlenie-svyazey-povrezhdyonnyh-volos-re-link-250-ml-d3f9fed0-62b3-11f1-0a80-0d63006f98bc","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-e2b4313e2e30c713","Cosmex OverDose OverTone Шампунь защита цвета окрашенных волос ChromaLock™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverTone — шампунь защита цвета окрашенных волос с активами: катион-полимер, токоферол, бонд-комплекс. Технология ChromaLock™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overtone-shampun-zashchita-tsveta-okrashennyh-volos-chromalock-250-ml-d446ead9-62b3-11f1-0a80-0d63006f98d1","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-e55b6cffc958f45c","Cosmex OverDose OverTone Бальзам защита цвета окрашенных волос ChromaLock™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverTone — бальзам защита цвета окрашенных волос с активами: катион-полимер, токоферол, бонд-комплекс. Технология ChromaLock™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overtone-bal-zam-zashchita-tsveta-okrashennyh-volos-chromalock-250-ml-d4949db4-62b3-11f1-0a80-17b9006e2b93","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-96d5b9a15d72d6e1","Cosmex OverDose OverTone Маска для волос защита цвета окрашенных волос ChromaLock™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverTone — маска для волос защита цвета окрашенных волос с активами: катион-полимер, токоферол, бонд-комплекс. Технология ChromaLock™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overtone-maska-dlya-volos-zashchita-tsveta-okrashennyh-volos-chromalock-250-ml-d4ed44dc-62b3-11f1-0a80-1ba1006d9607","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-7ca5238e92281ddc","Cosmex OverDose OverDerm Шампунь здоровье и микробиом кожи головы ScalpBiome™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverDerm — шампунь здоровье и микробиом кожи головы с активами: пребиотик инулин, ниацинамид, цинк PCA. Технология ScalpBiome™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overderm-shampun-zdorov-e-i-mikrobiom-kozhi-golovy-scalpbiome-250-ml-d543c829-62b3-11f1-0a80-0d63006f98e6","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-39aaa03f097422c2","Cosmex OverDose OverDerm Бальзам здоровье и микробиом кожи головы ScalpBiome™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverDerm — бальзам здоровье и микробиом кожи головы с активами: пребиотик инулин, ниацинамид, цинк PCA. Технология ScalpBiome™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overderm-bal-zam-zdorov-e-i-mikrobiom-kozhi-golovy-scalpbiome-250-ml-d59a65e7-62b3-11f1-0a80-1a46006e55f8","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-947e24c140e65c6f","Cosmex OverDose OverDerm Маска для волос здоровье и микробиом кожи головы ScalpBiome™ 250 мл","","","COSMEX","Cosmex","","Cosmex OverDose OverDerm — маска для волос здоровье и микробиом кожи головы с активами: пребиотик инулин, ниацинамид, цинк PCA. Технология ScalpBiome™. 250 мл.","professional-cosmetics","","","https://cosmex.kz/product/cosmex-overdose-overderm-maska-dlya-volos-zdorov-e-i-mikrobiom-kozhi-golovy-scalpbiome-250-ml-d5f00c42-62b3-11f1-0a80-01a5006e3589","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-35b9178c4109890b","Cosmex Hydration шампунь бессульфатный увлажняющий для сухих и ломких волос 1000 мл","","","COSMEX","Cosmex","","Cosmex HYDRATION — увлажняющий бессульфатный шампунь для сухих и обезвоженных волос, 1000 мл Профессиональный увлажняющий шампунь для сухих, обезвоженных, жёстких и тусклых волос, которым катастрофически не хватает влаги. Если ваши волосы сухие на ощупь, пушатся, ломаются, плохо расчёсываются и выглядят безжизненными, а кончики секутся — это признаки обезвоживания. Cosmex HYDRATION мягко и бессульфатно очищает, одновременно насыщая волос влагой и удерживая её внутри. В основе формулы — гиалуроно","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2Fabe931ae-730e-4f19-b950-ac1e0ed6fc6f&s=600","https://cosmex.kz/product/cosmex-hydration-shampun-bessul-fatnyy-uvlazhnyayushchiy-dlya-suhih-i-lomkih-volos-1000-ml-286eb211-28f3-11f1-0a80-03d600135170","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-d4289124232ddbb6","Cosmex Balance Shampoo для жирной кожи головы и быстро загрязняющихся волос без сульфатов 1000 мл","","","COSMEX","Cosmex","","Cosmex BALANCE — балансирующий бессульфатный шампунь для комбинированной кожи головы, 1000 мл Профессиональный балансирующий шампунь для самого частого и самого неудобного типа волос — когда корни быстро становятся жирными и несвежими, а длины и кончики при этом остаются сухими, жёсткими и тусклыми. Это так называемый комбинированный тип кожи головы, и обычный шампунь с ним почти всегда промахивается: агрессивная очищающая формула пересушивает и без того сухие длины, а мягкий увлажняющий шампунь","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2Fff529ae4-f8b5-4f16-b53b-e45896222085&s=600","https://cosmex.kz/product/cosmex-balance-shampoo-dlya-zhirnoy-kozhi-golovy-i-bystro-zagryaznyayushchihsya-volos-bez-sul-fatov--5553660e-1625-11f1-0a80-1ca600360857","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-4f0878200aa69d26","Cosmex Curly Expert Shampoo Бессульфатный шампунь для кудрявых и волнистых волос, 1000 мл","","","COSMEX","Cosmex","","Cosmex CURL EXPERT — бессульфатный шампунь для вьющихся и кудрявых волос, 1000 мл Профессиональный шампунь для кудрявых, вьющихся и волнистых волос, созданный по принципам бережного ухода за локонами. Кудрявый волос капризнее прямого: он от природы суше, легче пушится и быстрее теряет форму, а привычные сульфатные шампуни только усугубляют проблему, вымывая влагу и распушая локоны. Cosmex CURL EXPERT очищает мягко и бессульфатно, сохраняет естественную влагу волоса и помогает кудрям оставаться у","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F85c307a0-bf5b-445a-b68f-54c5d7bddaee&s=600","https://cosmex.kz/product/cosmex-curly-expert-shampoo-bessul-fatnyy-shampun-dlya-kudryavyh-i-volnistyh-volos-1000-ml-61c7f37f-4c34-11f0-0a80-0259000cb645","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-7427646e5624883e","Cosmex Anti-Yellow Effect Shampoo Оттеночный шампунь для волос для нейтрализации желтизны, 1000 мл","","","COSMEX","Cosmex","","Бессульфатный шампунь Cosmex Anti-Yellow — профессиональный уход для светлых, осветлённых, мелированных и седых волос. Объём 1000 мл.","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F7ab501d0-f0f5-440e-8c7b-21c3ae9191cc&s=600","https://cosmex.kz/product/cosmex-anti-yellow-effect-shampoo-ottenochnyy-shampun-dlya-volos-dlya-neytralizatsii-zheltizny-1000--709d7512-3614-11f0-0a80-01c20006b84a","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-2a619bd0f73ceba7","Cosmex Color Expert Бессульфатный шампунь для окрашенных волос, 1000 мл","","","COSMEX","Cosmex","","Бессульфатный шампунь Cosmex Color Expert — профессиональный уход для окрашенных волос. Объём 1000 мл.","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F0c8bbff3-17e0-417c-976f-807790099633&s=600","https://cosmex.kz/product/cosmex-color-expert-bessul-fatnyy-shampun-dlya-okrashennyh-volos-1000-ml-79cc78dc-4c00-11f0-0a80-19100002d6bd","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-34580c4f3ee73a86","Cosmex Collagen Shampoo Бессульфатный шампунь с коллагеном 1000 мл","","","COSMEX","Cosmex","","Бессульфатный шампунь Cosmex Collagen — профессиональный уход для тонких волос без объёма и упругости. Объём 1000 мл.","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F6573651d-c079-4374-b66b-a9142653eb81&s=600","https://cosmex.kz/product/cosmex-collagen-shampoo-bessul-fatnyy-shampun-s-kollagenom-1000-ml-a508503e-fe29-11ef-0a80-05f80003000c","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-2a384cf50669426c","Cosmex Detox Shampoo Бессульфатный хелатный шампунь для глубокого очищения волос 1000 мл","","","COSMEX","Cosmex","","Cosmex DETOX — бессульфатный хелатный шампунь глубокого очищения, 1000 мл Это профессиональный детокс-шампунь, который глубоко очищает волосы и кожу головы от того, что не смывает обычный шампунь: минерального налёта жёсткой воды, остатков стайлинга и сухого шампуня, силиконов, городской пыли и хлора. Хелатирующий комплекс связывает минералы жёсткой воды, экстракт зелёного чая освежает кожу головы и работает как антиоксидант, а пантенол возвращает влагу, поэтому глубокое очищение не пересушивает","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F0606c42f-2764-425f-9088-a4aa1b4e95a7&s=600","https://cosmex.kz/product/cosmex-detox-shampoo-bessul-fatnyy-helatnyy-shampun-dlya-glubokogo-ochishcheniya-volos-1000-ml-a99be174-0b60-11f1-0a80-011c0000b5c4","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-8d5ae78dcf63d4ef","Cosmex Шампунь против перхоти безсульфатный ANTI-DANDRUFF SHAMPOO 1000 мл","","","COSMEX","Cosmex","","Cosmex ANTI-DANDRUFF — бессульфатный шампунь против перхоти, 1000 мл Профессиональный уход для кожи головы, склонной к перхоти, зуду и шелушению. Мягко очищает и работает у корня — без агрессивных сульфатов, которые пересушивают кожу и заставляют перхоть возвращаться снова. Как работает Перхоть — это чаще всего сочетание сухости, раздражения и избыточного роста дрожжеподобного грибка Malassezia. Шампунь бьёт сразу по двум направлениям: • Piroctone Olamine — деликатно контролирует грибок и нормал","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F019250e4-b9a6-4de4-b92b-c91db13c0776&s=600","https://cosmex.kz/product/cosmex-shampun-protiv-perhoti-bezsul-fatnyy-anti-dandruff-shampoo-1000-ml-aee59069-a7b6-11ef-0a80-042500196ce4","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-62b0590dceb75e6c","Cosmex Volume шампунь бессульфатный для объема волос 1000 мл","","","COSMEX","Cosmex","","Cosmex VOLUME — лёгкий шампунь для объёма тонких и лишённых пышности волос, 1000 мл Профессиональный шампунь для тонких, мягких и лишённых объёма волос, которым не хватает пышности, лёгкости и тела. Если ваши волосы быстро становятся плоскими, причёска опадает уже через пару часов, а привычные средства только утяжеляют и прибивают корни — этот шампунь создан для вас. Cosmex VOLUME мягко и легко очищает, приподнимает волос у корней и придаёт длине плотность и подвижность, не оставляя ни грамма тя","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2Fa8f12b39-1cdd-4902-976a-64bbcb7debcd&s=600","https://cosmex.kz/product/cosmex-volume-shampun-bessul-fatnyy-dlya-ob-ema-volos-1000-ml-b072aa86-2904-11f1-0a80-0b5a001798c5","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-c25362a9255362fe","Cosmex Daily Shampoo Шампунь для частого применения - уход, питание, увлажнение, объем 1000 мл","","","COSMEX","Cosmex","","Cosmex DAILY — бессульфатный шампунь на каждый день для всей семьи, 1000 мл Это мягкий ежедневный шампунь, созданный для всей семьи — для взрослых и детей, для любого типа волос. Он деликатно очищает кожу головы и волосы, не пересушивая их, питает протеином пшеницы, увлажняет соком алоэ вера и оставляет волосы мягкими, лёгкими и послушными. Формула без сульфатов подходит для частого мытья: ею можно мыть голову хоть каждый день, не боясь стянутости, раздражения или потери блеска. Один большой фла","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F9d08aeae-473f-401b-b71e-acd6a3a8730a&s=600","https://cosmex.kz/product/cosmex-daily-shampoo-shampun-dlya-chastogo-primeneniya-uhod-pitanie-uvlazhnenie-ob-em-1000-ml-b24c6cd9-7fd5-11ef-0a80-014d000986e1","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-19bb48800c6ec31c","Cosmex Shampoo Trichology Шампунь против выпадения волос, стимулирует рост волос 1000 мл","","","COSMEX","Cosmex","","Cosmex TRICHOLOGY — бессульфатный шампунь против выпадения волос, 1000 мл Это профессиональный бессульфатный шампунь для ослабленных и склонных к выпадению волос. Он бережно очищает кожу головы, укрепляет волос протеином пшеницы, поддерживает корни и кожу головы экстрактом центеллы азиатской и помогает сократить ломкость, из-за которой волос обламывается и кажется, что он выпадает сильнее. Формула без сульфатов не утяжеляет и не ослабляет волос, подходит для частого мытья и для чувствительной ко","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F0551641b-6dce-4fd3-8173-92833c57579f&s=600","https://cosmex.kz/product/cosmex-shampoo-trichology-shampun-protiv-vypadeniya-volos-stimuliruet-rost-volos-1000-ml-b269b656-7fd5-11ef-0a80-014d000986f3","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-fdb32c15c8ead056","Cosmex Repair Shampoo Шампунь-реконструктор: регенерация, витализация, восстановление волос 1000 мл","","","COSMEX","Cosmex","","Cosmex REPAIR — бессульфатный шампунь-реконструктор для повреждённых волос, 1000 мл Профессиональный шампунь-реконструктор для глубокого восстановления сухих, ломких и повреждённых волос. Создан для тех, кто регулярно окрашивает или осветляет волосы, пользуется феном, утюжком и плойкой, делает химические завивки, кератиновое выпрямление или ботокс, а также живёт в условиях жёсткой воды, солнца и ветра. Cosmex REPAIR мягко очищает кожу головы и длину и одновременно работает над структурой волоса:","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2Fc718d257-2512-43d8-a8af-b4690657660f&s=600","https://cosmex.kz/product/cosmex-repair-shampoo-shampun-rekonstruktor-regeneratsiya-vitalizatsiya-vosstanovlenie-volos-1000-ml-b2816dbd-7fd5-11ef-0a80-014d00098705","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-02666e6bff8504a5","Cosmex Protein шампунь бессульфатный для 1000 мл","","","COSMEX","Cosmex","","Cosmex PROTEIN — бессульфатный протеиновый шампунь для ослабленных и повреждённых волос, 1000 мл Профессиональный протеиновый шампунь для глубокого укрепления и восстановления ослабленных, тонких, пористых и повреждённых волос. Создан для тех, кто часто окрашивает или осветляет волосы, делает кератиновое выпрямление, ботокс и химические процедуры, пользуется феном и утюжком, а также для тонких от природы волос, которым не хватает плотности и упругости. Шампунь мягко очищает кожу головы и длину и","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F97a74a92-faaa-40bb-a23a-40291362ea12&s=600","https://cosmex.kz/product/cosmex-protein-shampun-bessul-fatnyy-dlya-1000-ml-c2d10ddf-2d92-11f1-0a80-0555000e4af0","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-d42f5d3b7d14a9b4","Cosmex Peptide Growth шампунь бессульфатный активация роста и укрепление волос 1000 мл","","","COSMEX","Cosmex","","Бессульфатный шампунь Cosmex Peptide Growth — профессиональный уход для волос, склонных к выпадению, для активации роста. Объём 1000 мл.","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2F5cb8ee84-0274-43a1-a642-af34d54a6df4&s=600","https://cosmex.kz/product/cosmex-peptide-growth-shampun-bessul-fatnyy-aktivatsiya-rosta-i-ukreplenie-volos-1000-ml-d004a294-2902-11f1-0a80-10790016c3fb","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
"cosmex-kz-a75b2f2adf21c0b9","Cosmex Keratin Shampoo Шампунь бессульфатный с кератином 1000 мл","","","COSMEX","Cosmex","","Бессульфатный шампунь Cosmex Keratin — профессиональный уход для повреждённых, ломких, окрашенных и осветлённых волос. Объём 1000 мл.","professional-cosmetics","","https://cosmex.kz/api/image/proxy?url=https%3A%2F%2Fapi.moysklad.ru%2Fapi%2Fremap%2F1.2%2Fdownload%2Fc90a23ed-70a2-479d-9368-a92855639ba7&s=600","https://cosmex.kz/product/cosmex-keratin-shampoo-shampun-bessul-fatnyy-s-keratinom-1000-ml-e1666843-fe26-11ef-0a80-1ab700027e7d","","","","","","CANONICAL_DISCOVERY_ONLY_NO_PRICE_OR_STOCK","cosmex-kz","COSMEX"
