officialProductId,listingProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
DENTI-KZ-BIOMATERIALS-KOREA-15984,15984,Biomaterials Korea,,НКР Набор BMK BioMaterials Bone Tack Kit,,,1,khirurgiya / napravlennaya kostnaya regeneratsiya / nkr nabor bmk biomaterials bone tack kit,"Набор НКР BioMaterials Bone Tack Kit Профессиональный набор для направленной костной регенерации (НКР). В комплект входят костные пины и 2 вида инструментов для фиксаций пинов, что позволяет быстро и безопасно стабилизировать мембрану в зоне дефекта. Набор поставляется в компактном кейсе, удобен в работе и стерилизации, подходит для плановых и сложных хирургических вмешательств. В составе: 1. Костные пины (∅1.0mm*3.5mm) 10 шт 2. Фиксатор пинов ((Тип - I) SDB-BT-90) 3. Фиксатор пинов ((Тип - Z) SDB-BT-100) 4. Ручная отвёртка SDH4 5. Стерилизационный модуль",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/f8d/bt60nb8nepzgl41spwswnm0krix48kd0.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/khirurgiya/napravlennaya-kostnaya-regeneratsiya/nkr-nabor-bmk-biomaterials-bone-tack-kit/
DENTI-KZ-BIOMATERIALS-KOREA-15982,15982,Biomaterials Korea,,НКР Набор BMK BioMaterials Combo Kit,,,1,khirurgiya / napravlennaya kostnaya regeneratsiya / nkr nabor bmk biomaterials combo kit,"Набор НКР BioMaterials Combo Kit - комплексный хирургический набор для направленной костной регенерации, включающий всё необходимое для фиксации мембран и работы с костными винтами и пинами. Подходит для имплантологов и челюстно-лицевых хирургов, позволяет быстро и удобно проводить операции НКР «из одного набора». Состав набора: Костные винты - 10 шт. Костные пины - для фиксации мембран, 10 шт. SDB-15C – ручной держатель (manual shaft), 1 шт. SEB-15C – держатель для наконечника (engine shaft), 1 шт. Drill Bit – пилотное сверло, 1 шт. SDB-BT-90 – прямой ручной фиксатор пинов (I-type manual shaft), 1 шт. SDB-BT-100 – изогнутый ручной фиксатор пинов (Z-type manual shaft), 1 шт. SDH4 – рукоятка, 1 шт. SM02 – модуль/кассета для организации и стерилизации инструмента, 1 шт.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/4c3/9viwtmcdqds6wj93uhbdjczk4suedlzt.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/khirurgiya/napravlennaya-kostnaya-regeneratsiya/nkr-nabor-bmk-biomaterials-combo-kit/
DENTI-KZ-BIOMATERIALS-KOREA-17097,17097,Biomaterials Korea,,"Опорная пластина BioMaterials тип I, 2 отверстия,",,,2,khirurgiya / napravlennaya kostnaya regeneratsiya / opornaya plastina biomaterials tip i 2 otverstiya,"Ортодонтическая опорная мини-пластина, предназначенная для скелетной фиксации эластиков при коррекции прикуса. Используется в ортодонтическом лечении для создания стабильной опоры и эффективного перемещения зубов. Пластина устанавливается с помощью костных винтов и позволяет фиксировать ортодонтические тяги (эластики), обеспечивая надежную и контролируемую ортодонтическую силу. Фиксация: костные винты Совместимые костные винты: Ø 2.0 × 4.0 мм — OSS-T2004S Ø 2.0 × 5.0 мм — OSS-T2005S Ø 2.0 × 6.0 мм — OSS-T2006S Преимущества: стабильная ортодонтическая опора удобная фиксация эластиков компактный размер высокая прочность и надежность подходит для различных клинических случаев Используется вместе с https://denti.kz/orders/blank_zakaza/instrumenty_3/khirurgiya_1/vint-dlya-fiksatsii-opornykh-plastin-oss-t2005s-10-sht/?oid=15928 ""> винтами для фиксации опорных пластин OSS-T2005S",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/4b3/bev7lypj75q01djc8m36l8yxxn1ff28d.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/khirurgiya/napravlennaya-kostnaya-regeneratsiya/opornaya-plastina-biomaterials-tip-i-2-otverstiya/
DENTI-KZ-BIOMATERIALS-KOREA-15930,15930,Biomaterials Korea,,Опорный винт BM,,,6,khirurgiya / napravlennaya kostnaya regeneratsiya / opornyy vint bm,"Опорный винт BM Опорный винт BM используется при направленной костной регенерации для создания «шатра» и сохранения пространства под костный трансплантат и мембрану. Широкая плоская шляпка надёжно поддерживает мягкие ткани, а тело винта обеспечивает стабильную фиксацию в кости. Доступен в вариантах с полной и частичной резьбой для выбора оптимальной высоты подъёма и степени фиксации. Диаметр винта: Ø1,5 мм. Длины: 8, 10 и 12 мм. Изготовлен из высокопрочного медицинского сплава, подходит для стерилизации и многократного использования.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/55f/308h7al24bdqzdkwg99dfzfgjh0q7coq.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/khirurgiya/napravlennaya-kostnaya-regeneratsiya/opornyy-vint-bm/
DENTI-KZ-BIOMATERIALS-KOREA-16860,16860,Biomaterials Korea,,Ортодонтические мини-винты 30 шт + инструменты для ручной работы,,,1,aktsii / ortodonticheskie mini vinty 30 sht instrumenty dlya ruchnoy raboty,"Ортодонтические мини-винты 30 шт + инструменты для ручной работы При покупке 30 ортодонтических мини-винтов вы получаете полный набор ручных инструментов для их установки в подарок! Преимущества мини-винтов: малоинвазивные, простые в установке и удалении, обеспечивают очень точный контроль движения. Состав комплекта: 30 ортодонтических мини-винтов (размеры винтов выбираются по желанию доктора В подарок: Ручная отвёртка SDH4 – 1 шт. Ручной фиксатор мини-винтов SDB-U(BS) – 1 шт.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/fb2/c5hls50mdklhm8dezdo1z9o89sqicpbk.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/ortodonticheskie-mini-vinty-30-sht-instrumenty-dlya-ruchnoy-raboty/
DENTI-KZ-BIOMATERIALS-KOREA-16862,16862,Biomaterials Korea,,Ортодонтические мини-винты 40 шт + инструменты для работы (ручные и машинные),,,1,aktsii / ortodonticheskie mini vinty 40 sht instrumenty dlya raboty ruchnye i mashinnye,"Ортодонтические мини-винты 40 шт + инструменты для работы (ручные и машинные) При покупке 40 ортодонтических мини-винтов вы получаете полный набор инструментов для их установки в подарок! Преимущества мини-винтов: малоинвазивные, простые в установке и удалении, обеспечивают очень точный контроль движения. Состав комплекта: 40 ортодонтических мини-винтов (размеры винтов выбираются по желанию доктора) В подарок: Ручная отвёртка SDH4 – 1 шт. Ручной фиксатор мини-винтов SDB-U(BS) – 1 шт. Хвостовик (машинный) короткий SEB-U(BS) – 1 шт.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/9af/eobj7o3tutmazrjl9d0i38m8mve08tcd.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/ortodonticheskie-mini-vinty-40-sht-instrumenty-dlya-raboty-ruchnye-i-mashinnye/
DENTI-KZ-BIOMATERIALS-KOREA-15986,15986,Biomaterials Korea,,Отвертка с минирукояткой MHD-Y,,,1,instrumenty_3 / ortodontiya / otvertka s minirukoyatkoy mhd y,"Отвертка с минирукояткой MHD-Y Компактная отвёртка (24 мм) с укороченной эргономичной рукояткой, предназначенная для установки и фиксации ортодонтических мини-винтов, мини-винтов в MSE (небный расширитель). Обеспечивает точный контроль усилия и удобный доступ к труднодоступным зонам полости рта. Выдерживает многократную стерилизацию в автоклаве.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/c5f/xd9y3bt3ne3irjvf21504ksnn24izxh6.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/instrumenty_3/ortodontiya/otvertka-s-minirukoyatkoy-mhd-y/
DENTI-KZ-BIOMATERIALS-KOREA-17042,17042,Biomaterials Korea,,Пластина BMK для остеосинтеза,,,4,khirurgiya / napravlennaya kostnaya regeneratsiya / plastina bmk dlya osteosinteza,"Пластина для остеосинтеза I1518-010-205 Пластина I1518-010-205 предназначена для фиксации костных фрагментов при операциях в челюстно-лицевой хирургии. Используется в системе микроостеосинтеза 1.5 мм и обеспечивает стабильную фиксацию при минимальной травматичности тканей. Компактная I-образная конструкция и низкий профиль способствуют удобной установке и снижению нагрузки на окружающие структуры. Характеристики: Размер системы: 1.5 мм Толщина: 0.5 мм Тип: I-образная Совместимость: винты 1.5 мм Края: гладкие, закруглённые Преимущества: высокая прочность при минимальной толщине точная и безопасная установка низкий профиль конструкции минимальная травматизация мягких тканей стандартизированная система инструментов Применение: челюстно-лицевая хирургия травматология нейрохирургия реконструктивные операции фиксация переломов нижней челюсти и средней зоны лица Пластина для остеосинтеза DY-1506-325-205 Пластина DY-1506-325-205 применяется для стабилизации костных фрагментов при переломах лицевого скелета. Y-образная форма обеспечивает повышенную устойчивость конструкции и равномерное распределение нагрузки. Изделие отличается точной геометрией и надежной фиксацией при минимальном хирургическом воздействии. Характеристики: Толщина: 0.5 мм Тип: Y-образная Совместимость: винты 1.5 мм Поверхность: гладкая, полированная Преимущества: высокая устойчивость конструкции точная фиксация костных фрагментов компактный дизайн безопасная установка закруглённые края Применение: ортогнатическая хирургия фиксация переломов челюсти травматология реконструктивные операции Пластина для остеосинтеза I1506-070-205 Пластина I1506-070-205 предназначена для надежной фиксации костей лицевого скелета при хирургических вмешательствах. Линейная форма обеспечивает универсальность применения и удобство позиционирования. Конструкция сочетает тонкий профиль и высокую механическую прочность. Характеристики: Толщина: 0.5 мм Тип: линейная Совместимость: винты 1.5 мм Преимущества: тонкая и прочная конструкция стабильная фиксация низкий профиль удобство установки Применение: челюстно-лицевая хирургия травматология реконструкция костей лица Пластина для остеосинтеза T-1506-420-205 Пластина T-1506-420-205 используется при травмах и реконструктивных операциях. T-образная форма обеспечивает дополнительную стабилизацию и эффективное распределение функциональной нагрузки. Подходит для работы в системе микроостеосинтеза 1.5 мм. Характеристики: Толщина: 0.5 мм Тип: T-образная Совместимость: винты 1.5 мм Преимущества: повышенная стабильность фиксации эргономичная форма гладкие закруглённые края надежная система фиксации Применение: челюстно-лицевая хирургия фиксация переломов ортогнатические операции реконструкция костных структур",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/533/9qec0jm5kya3a1fzmy1ouo1pksdc5k1w.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/khirurgiya/napravlennaya-kostnaya-regeneratsiya/plastina-bmk-dlya-osteosinteza/
DENTI-KZ-BIOMATERIALS-KOREA-15987,15987,Biomaterials Korea,,Ручная отвёртка SDH4,,,1,khirurgiya / napravlennaya kostnaya regeneratsiya / ruchnaya otvyertka sdh4,"Ручная отвёртка SDH4 Совместимая с ортодонтическими фиксаторами мини-винтов, фиксаторами костных винтов в НКР . Удобная форма рукоятки обеспечивает надёжный захват и точный контроль усилия в труднодоступных зонах. Подходит для многократной стерилизации в автоклаве.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/697/w0bgs744lo01pvw1gvvh2dztqkstng8r.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/khirurgiya/napravlennaya-kostnaya-regeneratsiya/ruchnaya-otvyertka-sdh4/
DENTI-KZ-BIOMATERIALS-KOREA-15974,15974,Biomaterials Korea,,Сверло BMK BioMaterials,,,1,instrumenty_3 / khirurgiya_1 / sverlo bmk biomaterials,"Сверло для НКР (пилотное) Пилотное сверло для формирования направленного отверстия при установке костных винтов и опорных винтов в процедурах НКР. Обеспечивает аккуратную подготовку ложа с минимальной травмой кости и точным контролем глубины. Подходит для работы с хирургическим наконечником, выдерживает многократную стерилизацию в автоклаве. Доступные размеры (диаметр / длина сверла / длина резьбы): 1. OSD-1034-12C – Ø1,0 мм / 34 мм / 12 мм 2. OSD-1228-09C – Ø1,2 мм / 28 мм / 9 мм Для сохранения первичной стабильности костного винта рекомендуется выбирать сверло меньшего диаметра, чем диаметр устанавливаемого винта.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/dc9/0zfur85287uo0igegywmw20rynnrrh09.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/instrumenty_3/khirurgiya_1/sverlo-bmk-biomaterials/
DENTI-KZ-BIOMATERIALS-KOREA-16100,16100,Biomaterials Korea,,Стартовый пакет НКР,,,1,aktsii / startovyy paket nkr,"Полный набор для направленной костной регенерации (НКР) в одном пакете. Всё, что нужно для фиксации мембран и формирования стабильного костного объёма. При покупке: 50 опорных винтов (tenting screw), 50 костных винтов (самонарезающих или самосверлящих), 50 костных пинов, Вы получаете НКР Bone Combo Kit в ПОДАРОК . Идеальное решение, чтобы сразу обеспечить клинику полным набором расходников и инструментов для направленной костной регенерации. Преимущества решения BioMaterials для НК Р : Всё в одном бренде – совместимые между собой винты, пины и инструменты Уверенная фиксация – опорные и костные винты обеспечивают стабильность мембраны и трансплантата Удобство работы – продуманный хирургический набор Bone Combo Kit сокращает время операции Экономия – выгоднее, чем приобретать каждую позицию отдельно",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/b00/o4gc54zsfkr3w6rgjc7thcdzjp7gk4fi.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/startovyy-paket-nkr/
DENTI-KZ-BIOMATERIALS-KOREA-16099,16099,Biomaterials Korea,,Стартовый пакет MSE II,,,1,aktsii / startovyy paket mse ii,При покупке 15 комплектов MSEII вы получаете полный базовый набор инструментов для их установки в подарок! Преимущества системы MSEII : Эффективное скелетное расширение с минимальной нагрузкой на зубы Подходит для подростков и взрослых пациентов Прогнозируемый результат и высокая стабильность Удобство в работе и сокращение времени клинических этапов Преимущества акционного пакета: Оптимальный набор для старта работы с MSEII Все ключевые инструменты в одном комплекте Экономия по сравнению с раздельной покупкой каждой позиции Состав комплекта: 15 комплектов MSEII (размер расширителя и мини-винтов на выбор врача) В подарок: Мини-рукоятка – 1 шт. Короткий фиксатор мини-винтов SEB-U(BS) – 1 шт. Трещоточный ключ RW Ratchet Wrench – 1,https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/4fd/otutw07egjgr420nnhdoy3u0cwautpfx.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/startovyy-paket-mse-ii/
DENTI-KZ-BIOMATERIALS-KOREA-16189,16189,Biomaterials Korea,,Титановая мембрана,,,1,instrumenty_3 / khirurgiya_1 / titanovaya membrana,"Титановая мембрана MP-10-2535 / MP-10-3550 Титановая мембрана для направленной костной регенерации (НКР/GBR), предназначенная для надёжного удержания костного трансплантата и сохранения объёма регенерируемой кости. Жёсткая, но пластичная структура позволяет легко моделировать мембрану под анатомию участка и фиксировать её костными винтами или пинами. Подходит для горизонтальной и вертикальной аугментации, коррекции дефектов вокруг имплантов и в области резорбированных гребней. Изготовлена из медицинского титана, биосовместима. Доступные размеры: 35x25mm, 50x35mm",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/d33/4qdld1arah940dpmn1dc4x7tm1da68me.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/instrumenty_3/khirurgiya_1/titanovaya-membrana/
