officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,registrationNumber,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
BINERGIA-44019,Бинергия,АО «Бинергия»,Denta Balance Complex 3 in1 зубная паста — 260 мл,,,,1,Уход за полостью рта,Denta Balance Complex 3 in1 зубная паста,https://binergia.ru/upload/iblock/da6/%D0%94%D0%B5%D0%BD%D1%82%D0%B0%D0%91%D0%B0%D0%BB%D0%B0%D0%BD%D1%81%20-%20%D0%B7%D1%83%D0%B1%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%B0%D1%81%D1%82%D0%B0%20%D0%9A%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%20(%D1%84%D0%BB%D0%B0%D0%BA%D0%BE%D0%BD)%20line%201.png,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/ukhod-za-polostyu-rta/denta-balance-zubnaya-pasta-kompleks-3-v-1/
BINERGIA-11366,Бинергия,АО «Бинергия»,Denta Balance Спрей для профилактики кариеса — 40 мл,,,,1,Уход за полостью рта,"Инновационная формула усилена синбиотическим комплексом, активация процессов реминерализации зубной эмали, нормализация состава микрофлоры полости рта. Информация о Спрее для профилактики кариеса ДентаБаланс.",https://binergia.ru/upload/iblock/175/%D0%94%D0%B5%D0%BD%D1%82%D0%B0%20%D0%91%D0%B0%D0%BB%D0%B0%D0%BD%D1%81%20-%20%D0%A1%D0%BF%D1%80%D0%B5%D0%B9%20%D0%BE%D1%82%20%D0%BA%D0%B0%D1%80%D0%B8%D0%B5%D1%81%D0%B0%20-%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%20(%D0%9F%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5).png,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/ukhod-za-polostyu-rta/sprey-dlya-profilaktiki-kariesa-dentabalans/
BINERGIA-11365,Бинергия,АО «Бинергия»,Denta Balance Спрей от кровоточивости десен — 40 мл,,,,1,Уход за полостью рта,"Инновационная формула усилена байкалином, активизирует процессы регенерации слизистых полости рта, нормализует состав микрофлоры полости рта и снижает риск воспаления и кровоточивости десен . Информация о Спрее от кровоточивости десен ДентаБаланс.",https://binergia.ru/upload/iblock/29e/%D0%94%D0%B5%D0%BD%D1%82%D0%B0%20%D0%91%D0%B0%D0%BB%D0%B0%D0%BD%D1%81%20-%20%D0%A1%D0%BF%D1%80%D0%B5%D0%B9%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D1%81%D0%B5%D0%BD%20-%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%20(%D0%9F%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5).png,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/ukhod-za-polostyu-rta/sprey-ot-krovotochivosti-desen-dentabalans-/
BINERGIA-11364,Бинергия,АО «Бинергия»,Denta Balance Ополаскиватель для полости рта — 300 мл,,,,1,Уход за полостью рта,"Информация об анестезирующем растворе для инъекций Артикаин 40мг/мл (50 картриджей). Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?",https://binergia.ru/upload/iblock/079/DentaBalance%20-%20%D0%9Epolaskivatel-line%20(1)%20(%D0%9F%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5)11.png,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/ukhod-za-polostyu-rta/opolaskivatel-dlya-polosti-rta-dentabalans-/
BINERGIA-13396,Бинергия,АО «Бинергия»,Denta Balance Гель-ополаскиватель для полости рта в индивидуальной упаковке — Порционные стики по 7 мл. 30 шт. в упаковке,,,,1,Уход за полостью рта,"Информация об анестезирующем растворе для инъекций Артикаин 40мг/мл (50 картриджей). Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?",https://binergia.ru/upload/iblock/401/%D0%93%D0%B5%D0%BB%D1%8C%20%D0%BE%D0%BF%D0%BE%D0%BB%D0%B0%D1%81%D0%BA%D0%B8%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D0%94%D0%B5%D0%BD%D1%82%D0%B0%D0%91%D0%B0%D0%BB%D0%B0%D0%BD%D1%811.2.jpg,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/ukhod-za-polostyu-rta/gel-opolaskivatel-dlya-polosti-rta-v-individualnoy-upakovke-dentabalans-/
BINERGIA-377,Бинергия,АО «Бинергия»,"Артикаин — Раствор для инъекций 40 мг/мл 50 картриджей по 1,7 мл",,,ЛСР-008522/10,1,Анестезиология,"Информация об анестезирующем растворе для инъекций Артикаин 40мг/мл (50 картриджей). Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/35b/1_%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-40-%D0%BC%D0%B3-%D0%BA%D0%B0%D1%80%D1%82%D1%80%D0%B8%D0%B4%D0%B6%D0%B8-1,7-%D0%BC%D0%BB-%E2%84%9650.png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-50-kartridjei/
BINERGIA-386,Бинергия,АО «Бинергия»,Артикаин — Раствор для инъекций 40 мг/мл 10 ампул по 2 мл,,,ЛСР-008522/10,1,Анестезиология,"Информация об анестезирующем растворе для инъекций Артикаин 40мг/мл (10 ампул по 2 мл). Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?",https://binergia.ru/upload/iblock/c56/1_%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-40-%D0%BC%D0%B3-%D0%B0%D0%BC%D0%BF%D1%83%D0%BB%D1%8B-2-%D0%BC%D0%BB-%E2%84%9610.png,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-10-ampul/
BINERGIA-388,Бинергия,АО «Бинергия»,"Артикаин с адреналином — Раствор для инъекций (40 мг + 0,005 мг)/мл 10 ампул по 2 мл",,,ЛП-001943,1,Анестезиология,"Информация об анестезирующем растворе с адреналином для инъекций Артикаин + Эпинефрин (40 мг+0,005мг)/мл, 10 ампул по 2мл. Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/8c0/2_%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D1%81-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%BC-40%200,005,-2-%D0%BC%D0%BB-%D0%B0%D0%BC%D0%BF%D1%83%D0%BB%D1%8B-%E2%84%9610.png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-s-adrenalinom-10-ampul/
BINERGIA-396,Бинергия,АО «Бинергия»,"Артикаин с адреналином — Раствор для инъекций (40 мг + 0,005 мг)/мл 50 картриджей по 1,7 мл",,,ЛП-001943,1,Анестезиология,"Информация о растворе для внутривенного введения Артикаин-Бинергия с адреналином (40 мг + 0,005 мг)/мл 10 картриджей / 1,7 мл): основные показания к применению, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/607/2_%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D1%81-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%BC-40%200,005,-%D0%BA%D0%B0%D1%80%D1%82%D1%80%D0%B8%D0%B4%D0%B6%D0%B8-1,7-%E2%84%9650.png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-s-adrenalinom-40-mg-0005-mg-50-kartridjei/
BINERGIA-4368,Бинергия,АО «Бинергия»,"Артикаин с адреналином — Раствор для инъекций (40 мг + 0,005 мг)/мл 50 картриджей по 1,8 мл",,,ЛП-001943,1,Анестезиология,"Информация о растворе для внутривенного введения Артикаин-Бинергия с адреналином (40 мг + 0,005 мг)/мл 10 картриджей / 1,7 мл): основные показания к применению, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/cb8/2_%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D1%81-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%BC-40%200,005,-%D0%BA%D0%B0%D1%80%D1%82%D1%80%D0%B8%D0%B4%D0%B6%D0%B8-1,8-%E2%84%9650.png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-s-adrenalinom-40-mg-0005-mg-50-kartridjei-18-ml/
BINERGIA-389,Бинергия,АО «Бинергия»,"Артикаин с адреналином форте — Раствор для инъекций (40 мг + 0,01 мг)/мл 50 картриджей по 1,7 мл",,,ЛСР-008523/10,1,Анестезиология,"Информация об анестезирующем растворе с адреналином для инъекций Артикаин с Адреналином форте (40 мг+0,01мг)/мл (50 картриджей по 1.7мл). Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/025/3_%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D1%81-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%BC-%D1%84%D0%BE%D1%80%D1%82%D0%B5-40%200,01-1,7-%D0%BC%D0%BB-%E2%84%9650.png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-s-adrenalinom-forte-50-kartridjei/
BINERGIA-394,Бинергия,АО «Бинергия»,Артикаин-Бинергия — Раствор для инъекций 20 мг/мл ампулы 2 мл № 10,,,ЛП-003910,1,Анестезиология,"Информация о растворе для инъекций Артикаин-Бинергия (20 мг/мл, 10 ампул по 2 мл): основные показания к применению, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/a3d/%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D0%91%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F%2020%20%D0%BC%D0%B3-%D0%BC%D0%BB,%20%E2%84%9610%20%D0%BF%D0%BE%202%20%D0%BC%D0%BB%20(%D0%BB%D0%B8%D1%86%D0%BE%20-%20%D0%BD%D0%B0%D0%BB%D0%B5%D0%B2%D0%BE)%20(%D0%9F%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5).png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-binergiya-20-mg-ml-ampul-2-ml/
BINERGIA-395,Бинергия,АО «Бинергия»,"Артикаин-Бинергия — Раствор для инъекций 20 мг/мл картриджи 1,7 мл № 10",,,ЛП-003910,1,Анестезиология,"Информация о растворе для внутривенного введения Артикаин-Бинергия (20 мг/мл 10 картриджей по 1,7 мл): основные показания к применению, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/726/%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D0%91%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F_10-%D0%B0%D0%BC%D0%BF%D1%83%D0%BB_1,7-%D0%BC%D0%BB.png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-binergiya-20-mg-kartridji-17-ml/
BINERGIA-398,Бинергия,АО «Бинергия»,"Артикаин-Бинергия с адреналином — Раствор для инъекций (20 мг + 0,005 мг)/мл 10 ампул по 2мл",,,ЛП-004013,1,Анестезиология,"Информация о растворе для внутривенного введения Артикаин-Бинергия с адреналином (20 мг + 0,005 мг)/мл 10 ампул / 2мл): основные показания к применению, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?",https://binergia.ru/upload/iblock/a26/%D0%90%D1%80%D1%82%D0%B8%D0%BA%D0%B0%D0%B8%D0%BD-%D0%91%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F-%D1%81-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%BC_10-%D0%B0%D0%BC%D0%BF%D1%83%D0%BB_2-%D0%BC%D0%BB.png,1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/artikain-binergiya-s-adrenalinom-20-mg-0005-mg-10-ampul-po-2-ml/
BINERGIA-391,Бинергия,АО «Бинергия»,"Мепивакаин-Бинергия — Раствор для инъекций 30 мг/мл картриджи 1,8 мл № 50",,,ЛП-005178,1,Анестезиология,"Информация об анестезирующем растворе для инъекций Мепивакаин-Бинергия 30мг/мл, 50 картриджей по 1,8мл. Способы применения, правильные дозы применения, побочные эффекты. Можно ли принимать беременным?","https://binergia.ru/upload/iblock/be7/%D0%9C%D0%B5%D0%BF%D0%B8%D0%B2%D0%B0%D0%BA%D0%B0%D0%B8%D0%BD-%D0%91%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F%2030%20%D0%BC%D0%B3%20%E2%84%9650%20%D0%BF%D0%BE%201,8%20%D0%BC%D0%BB%20(%D0%BA%D0%B0%D1%80%D1%82%D1%80%D0%B8%D0%B4%D0%B6%D0%B8)%20(%D0%9F%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5).png",1,BRAND_PRESENTED_IN_KAZAKHSTAN_DENTAL_MARKET,MANUFACTURER_REFERENCE_REQUIRED,https://binergia.ru/catalog/anesteziologiya/mepivakain-binergiya/
