localId,brand,manufacturer,name,categoryPath,description,manufacturerRef,imageUrls,imageCount,kzEvidence,status,sourcePageUrl
cepillos-cepillo-eléctrico,Pierrot,"Fushima, S.L.",Cepillo eléctrico,Cepillos,Limpieza eficaz y cómoda a un coste accesible. Su tecnología de vibración mejora la higiene diaria sin renunciar a la simplicidad ni al precio. Ideal para uso adulto.,,https://www.pierrot.es/wp-content/uploads/2025/07/Cepillos-Electricos-e1752761057299.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
para-niños-pasta-de-dientes,Pierrot,"Fushima, S.L.",Pasta de dientes,Para niños,Fórmulas suaves y seguras adaptadas a los más pequeños. Protegen frente a la caries y respetan el esmalte dental infantil. Sabores agradables para fomentar el cepillado diario.,,https://www.pierrot.es/wp-content/uploads/2025/07/Pasta-Ninos-e1752760993880.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
para-niños-sharky-unicorn,Pierrot,"Fushima, S.L.",Sharky & Unicorn,Para niños,Nuestros cepillos estrella para niños patentados. Diseños divertidos y ergonómicos que transforman el cepillado en un momento entretenido. Ideales para fomentar hábitos desde edades tempranas.,,https://www.pierrot.es/wp-content/uploads/2025/06/Para-ninos_SharkyUnicorn-Photoroom-e1748963698213.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
para-niños-cepillos-infantiles,Pierrot,"Fushima, S.L.",Cepillos infantiles,Para niños,"Diseñados para adaptarse a la boca de los más pequeños. Cabezal pequeño, filamentos suaves y mangos cómodos que facilitan el uso autónomo y seguro.",,https://www.pierrot.es/wp-content/uploads/2025/07/Cepillos-Infantiles-e1752744764885.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
para-niños-arco-dental,Pierrot,"Fushima, S.L.",Arco dental,Para niños,"Diseñados para facilitar la limpieza interdental en niños, con mango adaptado a manos pequeñas y formas divertidas que fomentan el hábito. El hilo es suave y resistente, ideal para espacios estrechos y encías sensibles. Apto para uso supervisado.",,https://www.pierrot.es/wp-content/uploads/2025/07/ArcoDental-Kids-e1752744672762.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
para-niños-enjuague,Pierrot,"Fushima, S.L.",Enjuague,Para niños,"Colutorios sin alcohol con sabores suaves. Ayudan a reforzar la higiene bucal, protegiendo contra la placa y cuidando encías y dientes de leche.",,https://www.pierrot.es/wp-content/uploads/2025/06/Para-ninos_Enjuague-Photoroom-e1748964870988.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
para-niños-kits-dentales-y-viaje,Pierrot,"Fushima, S.L.",Kits dentales y Viaje,Para niños,"Soluciones completas para llevar la higiene bucal a cualquier parte. Incluyen cepillo, pasta y accesorios en formatos prácticos, seguros y adaptados a los más pequeños.",,https://www.pierrot.es/wp-content/uploads/2025/06/Para-ninos_Kits-dentales-Photoroom-e1748964935763.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
enjuagues-bucales-clorexidine,Pierrot,"Fushima, S.L.",Clorexidine,Enjuagues bucales,"Colutorios formulados con clorhexidina, un antiséptico de uso profesional indicado para tratamientos específicos como periodontitis, cirugía oral o inflamaciones gingivales. Ayuda a reducir eficazmente la carga bacteriana y favorecer la recuperación de los tejidos. Uso bajo recomendación odontológica.",,https://www.pierrot.es/wp-content/uploads/2025/06/Enjuagues_Clorexidine-Photoroom-e1748965130165.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
enjuagues-bucales-antiplaca,Pierrot,"Fushima, S.L.",Antiplaca,Enjuagues bucales,"Colutorios de uso diario diseñados para prevenir la formación de placa bacteriana, en combinación con nuestra línea de pasta de dientes Antiplaca. Con acción antiséptica suave, refuerzan la higiene bucal y ayudan a mantener encías sanas y aliento fresco. Ideales como complemento del cepillado en adultos.",,https://www.pierrot.es/wp-content/uploads/2025/06/Enjuagues_Antiplaca-Photoroom-e1748965160727.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
enjuagues-bucales-adultos,Pierrot,"Fushima, S.L.",Adultos,Enjuagues bucales,"Amplia gama de colutorios destinados al cuidado bucodental adulto. Diferentes fórmulas adaptadas a necesidades específicas: protección de encías, aliento fresco, control de placa o sensibilidad. Sin alcohol y con sabores agradables para una experiencia completa.",,https://www.pierrot.es/wp-content/uploads/2025/07/Enjuagues-e1752744906598.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
limpieza-interdental-y-accesorios-arco-dental-para-adultos,Pierrot,"Fushima, S.L.",Arco dental para adultos,Limpieza interdental y accesorios,Estos hilos con mango son un dispositivo práctico que combina hilo dental con mango ergonómico para facilitar la limpieza entre dientes. Ideal para quienes buscan precisión y comodidad en la higiene interdental diaria.,,https://www.pierrot.es/wp-content/uploads/2025/07/ArcoDental-Adultos-e1752744586451.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
limpieza-interdental-y-accesorios-cepillo-interdental,Pierrot,"Fushima, S.L.",Cepillo interdental,Limpieza interdental y accesorios,"Cepillos de distintos diámetros para acceder eficazmente a los espacios entre los dientes. Recomendados para portadores de ortodoncia, implantes o encías sensibles. Complementan el cepillado y previenen la acumulación de placa.",,https://www.pierrot.es/wp-content/uploads/2025/07/Cepillos-Interdentales-e1752744826508.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
limpieza-interdental-y-accesorios-seda-dental,Pierrot,"Fushima, S.L.",Seda dental,Limpieza interdental y accesorios,"Hilo dental resistente y suave que se desliza fácilmente entre los dientes, eliminando residuos y placa en zonas donde el cepillo no llega. Disponible en distintos formatos para adaptarse a cada necesidad.",,https://www.pierrot.es/wp-content/uploads/2025/06/Limpieza_Seda-dental-Photoroom-e1748965510421.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
limpieza-interdental-y-accesorios-accesorios,Pierrot,"Fushima, S.L.",Accesorios,Limpieza interdental y accesorios,"Complementos diseñados para una higiene bucal completa: pastillas limpiadoras para férulas, cera para ortodoncia, limpiadores linguales y otros productos específicos que mejoran el cuidado diario y el confort del usuario.",,https://www.pierrot.es/wp-content/uploads/2025/06/Accesorios-Photoroom-e1749023791273.png,1,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,OFFICIAL_PRODUCT_FAMILY_REFERENCE_AND_VARIANTS_REVIEW_REQUIRED,https://www.pierrot.es/productos/
