officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,description,imageUrls,imageCount,kzEvidence,status,sourcePageUrl
11,IMD,IMD Medical,Ace Plus,,,1,Orthodontics > Brackets System > Metal Twin Brackets,The new hook position design is more convenient and efficient for traction Special polishing process to ensure smooth slot for easier wire insertion Mini size for patient comfort Precision casting with 17-4PH stainless steel in wings and slot for strength and silky smooth,https://file.imdmedical.com:8052/ImdWebsite/image/f24e7a924f8641b4bffe8cdc53f4138e_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/9f4a3cec61bc47d7b820c12ab4c23063_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/cbe13dd217e847d0ae6fe7c9b7696606_2023-11-24.jpg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=11
14,IMD,IMD Medical,Smile,,,1,Orthodontics > Brackets System > Metal Twin Brackets,Milling technology with stainless steel for non-deformable slot One piece bracket with good hardness and amazing bonding strength,https://file.imdmedical.com:8052/ImdWebsite/image/77407e4fbbbd4600aa07284c15d1c217_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/107cab229c8b4e9e865a76f8fdf75b21_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/ba0d29ff1faf433f94169bc1497b3f9c_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=14
13,IMD,IMD Medical,Copolla,,,1,Orthodontics > Brackets System > Metal Twin Brackets,,https://file.imdmedical.com:8052/ImdWebsite/image/ec297b7847bb429c9544d950030142f1_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/580b08c5b8e642bb8a23f1ae1ce7e48d_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/53ee8c34fa5e4643beda3fc4e0fabe0e_2023-11-24.jpg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=13
19,IMD,IMD Medical,Amora Plus,,,1,Orthodontics > Brackets System > Aesthetic Brackets,Amora Plus,https://file.imdmedical.com:8052/ImdWebsite/image/b110d10cb83348159339da5dd5248f4e_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/6a62b307b213451598c7e271c905cfd3_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/cc3b3f1f6540470c8e2919c4593977bf_2023-11-24.jpg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=19
18,IMD,IMD Medical,Amora,,,1,Orthodontics > Brackets System > Aesthetic Brackets,,https://file.imdmedical.com:8052/ImdWebsite/image/ca504f6c307f4498be16d0bd28d7c876_2023-11-28.png | https://file.imdmedical.com:8052/ImdWebsite/image/56da413b7c9248139cd27f8569f0c574_2023-11-28.png | https://file.imdmedical.com:8052/ImdWebsite/image/ebe92c2608b14615946e47923274eb71_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=18
20,IMD,IMD Medical,Sapphire,,,1,Orthodontics > Brackets System > Aesthetic Brackets,Sapphire,https://file.imdmedical.com:8052/ImdWebsite/image/0b4f6c7aedd64c94ba15dc6d99756946_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/6e6ddb2e73984dcc9b0f347510812b56_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/58b1830528034d87a8fc744630b6cd28_2023-11-24.jpg,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=20
8,IMD,IMD Medical,Copper Alloy NiTi Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,"Cu-Alloy NiTi wires consist of nickel, titanium, copper and chromium The wire is soft in room temperature and will be activated in mouth temperature ◆ Smaller loading force for easier wire engagement ◆ Enhanced thermal-reactive properties by additional copper ◆ More resistant to permanent deformation ◆ Unique spring-back character provides continuous force even at small deflection ◆ Reducing the frequency of changing wires and appointment time ◆ Significant better results when working with passive self-ligating bracket",https://file.imdmedical.com:8052/ImdWebsite/image/7f883133a7f341a88c362b7b47caf2d9_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/ca7f4a6885f74e24be2e3cf6d145de06_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/7d375b0ec35949b88e67ff7d8425059e_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=8
22,IMD,IMD Medical,Beta-Ti Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,◆ Safe for Nickel-allergy patients ◆ Moderate spring-back and flexibility ◆ Moderate stiffness ◆ Excellent formability ◆ Better bend performance than stainless steel ◆ Gentle force delivery with larger archwire sizes ◆ Fill bracket slots earlier and correct torque,https://file.imdmedical.com:8052/ImdWebsite/image/166e48b771274b54998383dda9999c13_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/7449d796fc484d6ebd57ae86b98d3c05_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/23e972c06df6481880264213694d5938_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=22
7,IMD,IMD Medical,Bio MEMAlloy NiTi Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,"A Low-force Alternative to Normal Thermal Active Arch Rectangular Wires Bio MEMAlloy NiTi wires also hold all the same properties of thermal active archwires but deliver a gentle, light continuous force for optimum tooth movement, moving teeth without dissipation of force and periodontal stress. 1.Body heat activation 2.Super-elasticity with near-constant forces 3.Shape memory effect",https://file.imdmedical.com:8052/ImdWebsite/image/00de70f7fc3d41c4a6ae10eb1f34ae33_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/f05d804030fc4a66a174f1dc0e4f83f0_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/2d70f0be21b04c15b6693a40a6259d62_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=7
21,IMD,IMD Medical,MEMAlloy NiTi Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,,https://file.imdmedical.com:8052/ImdWebsite/image/7f69f4bdfd264453bcebe4da061018f6_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/1fb41ea6f511404fa49e1dac8317da14_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/4a2ffd995d4b4635bd1024f40a52ebbb_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=21
23,IMD,IMD Medical,NiTi Super Elastic Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,,https://file.imdmedical.com:8052/ImdWebsite/image/a6bc9a5435f64b359b077dfb541c0c0c_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/afecefd7640847b7b4974c4a222b062e_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/25396879958740e4907621ea87cbb0b5_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=23
6,IMD,IMD Medical,NiTi Thermal Active Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,"NiTi thermal active arch wires react to heat in a unique way: cold temperature make the arch wire extremely malleable and able to create unique bends in the arch wire without kinking. Once the wire begins to heat up, it restores its original form, putting the wire to work as soon as it's engaged.",https://file.imdmedical.com:8052/ImdWebsite/image/7fd114b1f75f4be2b2b446fa21173732_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/21ab32ccfd434f8bb19ec85674422634_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/b84789be41664092be816ed43093b829_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=6
24,IMD,IMD Medical,Tri MEMAlloy Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,1.Reducing appointment time with less wire changes 2.Improving patient comfortable 3.Reducing the treatment time 4.Round Tri MEMAlloy Archwires is not necessary because rectangular Tri MEMAlloy provides light enough force for the anterior in the early stage.,https://file.imdmedical.com:8052/ImdWebsite/image/f59754a540164660890ed2c039912c26_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/0e7736f23cdf4d2c9398b9af1d39f01a_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/392cf1c8d00d4b05abaec96cc5e1fc78_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=24
25,IMD,IMD Medical,Stainless Steel Archwires,,,1,Orthodontics > Wires & Springs > Arch Wires,,https://file.imdmedical.com:8052/ImdWebsite/image/fe6774eab8104782af3821ed1e98b5dc_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/274b5115f45647d1a1cf7f42a0d8d7ed_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/180f97fbef02456e9a1695da1454a5cc_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=25
27,IMD,IMD Medical,NiTi Springs,,,1,Orthodontics > Wires & Springs > Springs,,https://file.imdmedical.com:8052/ImdWebsite/image/fcd0410807c44b3a97294605d2163da6_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/fb41a540c73a42ca9c8bfdab6dd3211a_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/51e9046e05654d3ca0376e53346ad2cb_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=27
26,IMD,IMD Medical,MEMAlloy Springs,,,1,Orthodontics > Wires & Springs > Springs,"MEMAlloy super-elastic coil springs, deliver a gentle, continuous force to move teeth without periodontal stress. We offer MEMAlloy Inter-Step Open Coil Springs and MEMAlloy Open Coil Springs.",https://file.imdmedical.com:8052/ImdWebsite/image/16be0e5d653f41f7b5bcb4ffef44efff_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/fde4198ad0c64e2aa635983503ac1e8e_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/47d679fc978d4536b334b64de02cce42_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=26
28,IMD,IMD Medical,Ligature Wires,,,1,Orthodontics > Wires & Springs > Ligature Wires,"Kobayashi Ligature Wires Our Kobayashi ligatures, preformed and welded, offer a convenient method of forming hooks for intraoral elastics. Just simply position over bracket, twist to secure and bend nose to form upward or downward hook. Two lengths (long and short) of Kobayashi Ligature Wire Our ligature Wires made from annealed stainless steel, can offer substantially more force between the bracket and the tooth. Choose the ortho ligature wire and keep the wires securely tied into the bracket slot.、",https://file.imdmedical.com:8052/ImdWebsite/image/e96f9935fefb45fbb0bd21048af47eed_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/def05af2a08c4f46853c162a09e0e904_2023-11-23.png | https://file.imdmedical.com:8052/ImdWebsite/image/8837c41f72a7400db98836fd98f6039b_2023-11-23.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=28
29,IMD,IMD Medical,ProMIM X Buccal Tubes,,,1,Orthodontics > Buccal Tubes > ProMIM X Buccal Tubes,,https://file.imdmedical.com:8052/ImdWebsite/image/724e43c5e1ab42df8332751b871aaa15_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/dcfa9a99c9d24404bc30003558d79e8f_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/34189d96995c485fabecda97d29518fe_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=29
30,IMD,IMD Medical,ActMIM Roth+ Buccal Tubes,,,1,Orthodontics > Buccal Tubes > ActMIM Roth+ Buccal Tubes,,https://file.imdmedical.com:8052/ImdWebsite/image/8e9aac3c68d54cd1b64b84018d47d6ea_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/158d71b56c7e41ee965c29c75bf7330a_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/76f2184db6a84e3b9bf1b03e085ab46d_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=30
31,IMD,IMD Medical,Pluto Plus Buccal Tubes,,,1,Orthodontics > Buccal Tubes > Pluto Plus Buccal Tubes,,https://file.imdmedical.com:8052/ImdWebsite/image/38e90fcc1ae74a49b4c6fa5a0bc64b9c_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/7842f9a40a8f4ea09c4865f03986799e_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/37210d64648141eeaa3f7c371c44ec98_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=31
32,IMD,IMD Medical,Hestia Power Chain,,,1,Orthodontics > Elastomerics > Hestia Power Chain,,https://file.imdmedical.com:8052/ImdWebsite/image/671ee80bd5ac46c3b8db5ca14d1941a5_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/9459f401fa5c4b4b8c576fff1dbadd97_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/bd8a47486758457bb4336181c85028ac_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=32
33,IMD,IMD Medical,Hestia Ligature Ties,,,1,Orthodontics > Elastomerics > Hestia Ligature Ties,,https://file.imdmedical.com:8052/ImdWebsite/image/a4fe7cedc52a4ff69ed8dc0ea3958c73_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/cb86a1b8ba314e9dbeb2ed148a414da8_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/857302a0e8ca4f1db518177c7b816ea9_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=33
34,IMD,IMD Medical,Hestia Intraoral Elastics,,,1,Orthodontics > Elastomerics > Hestia Intraoral Elastics,,https://file.imdmedical.com:8052/ImdWebsite/image/a68b43fdd399430c9b4c15ac930b0f5c_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/a26d2c78cfd941118c80e4d97af9c724_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/d6eb4c2856554b83807133dd98ed2c01_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=34
35,IMD,IMD Medical,Hestia Separators,,,1,Orthodontics > Elastomerics > Hestia Separators,,https://file.imdmedical.com:8052/ImdWebsite/image/61790825f69e40da8d270c166839bee3_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/35075647be4c4236ae58d3968a8ba974_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/e5c731a8809d4b09a0c9e61a8fa454d3_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=35
36,IMD,IMD Medical,Bands,,,1,Orthodontics > Bands & Attachments > Bands,"Ordering bands with attachments can be a time consuming process, not to mention the time and expertise required to weld the attachment. IMD offers complimentary welding with all of our bands and attachments. When we receive an order, the weld specifications are kept on file so recorders utilizing the same bands and weld attachments can be simplified by asking us to duplicate your last order.",https://file.imdmedical.com:8052/ImdWebsite/image/77df692572d0476bad13d7dc7655996a_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/334fc0707b1f42a8943959b05e9c260f_2023-11-24.png | https://file.imdmedical.com:8052/ImdWebsite/image/8ea9fd0ab7c14f8bab765777e2ca9b31_2023-11-24.png,3,BRAND_AND_SELECTED_PRODUCTS_PRESENT_IN_STOMIR_KZ_CATALOG,MANUFACTURER_REFERENCE_AND_VARIANT_MATRIX_REQUIRED,https://www.imdmedical.com/#/particular?productId=36
