officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
platinum-75-cad-mask,Zhermack,Zhermack S.p.A.,Platinum 75 CAD,C400741,C400741,1,Dental > Laboratory > Model preparation > Masks > A-Silicones,"Platinum 75 CAD is the high precision silicone for various dental applications, ideal for CAD/CAM systems, with high performance and maximum reliability.",https://www.zhermack.com/public/uploads/Platinum75_CAD_C400741.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/platinum-75-cad-mask/
elite-glass,Zhermack,Zhermack S.p.A.,Elite Glass,C401610,C401610,1,Dental > Dental Practice > Impression systems > Transparent matrix,Elite Glass is a silicone for transparent matrices in high-hardness aesthetic composites: maximum transparency and precision for dental restorations.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Elite-Glass-C401610-1.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-glass/
elite-rock-cad-cam,Zhermack,Zhermack S.p.A.,Elite Rock,,,1,Dental > Laboratory > CAD/CAM solutions > Stone models,Elite Rock: ideal for master models in fixed prostheses. High strength and precise detail. Scanable in Silver Grey. Save time with optical scanners.,https://www.zhermack.com/public/uploads/Elite_Rock.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,MANUFACTURER_REFERENCE_REQUIRED,https://www.zhermack.com/en/product/elite-rock-cad-cam/
gingifast-cad,Zhermack,Zhermack S.p.A.,Gingifast CAD,C203227,C203227 | C203232,2,Dental > Laboratory > CAD/CAM solutions > Gingival reproduction,"Gingifast CAD is a fluid and scannable silicone designed for gingival reproduction. Elastic version for undercuts, Rigid for implant prosthetics.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Gingifast-CAD-Elastic-C203227.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/gingifast-cad/
zetalabor,Zhermack,Zhermack S.p.A.,Zetalabor,C400791,C400791 | C400790 | C400811 | C400804 | C400812 | C400798 | C100900,7,Dental > Laboratory > Model preparation > Masks > C-Silicones,"Zetalabor is a condensation silicone with high hardness and good mechanical properties, the perfect solution for various laboratory applications.",https://www.zhermack.com/public/uploads/Zetalabor_C400790_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/zetalabor/
elite-vest-plus,Zhermack,Zhermack S.p.A.,Elite Vest,C420000,C420000 | C420002 | C420010,3,Dental > Laboratory > Prosthesis Preparation > Investments,"Elite Vest universal precision investment for fixed prosthese, specifically for chromes and mixing liquid for both investments.",https://www.zhermack.com/public/uploads/Elite_Vest.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-vest-plus/
elite-transparent,Zhermack,Zhermack S.p.A.,Elite Transparent,C401600,C401600,1,Dental > Laboratory > Model preparation > Masks > A-Silicones,Elite Transparent: fluid two-component addition silicone. Perfect for crafting transparent masks for composites and light-curing resins. Discover more.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Elite-Transparent-C401600.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-transparent/
elite-master-cad-cam,Zhermack,Zhermack S.p.A.,Elite Master,C410400,C410400 | C410402 | C410403 | C410404 | C410410 | C410411 | C410412,7,Dental > Laboratory > CAD/CAM solutions > Stone models,"Thanks to the reinforcements with resin particles, Elite Master is the perfect plaster for obtaining highly workable and chipping-resistant models.",https://www.zhermack.com/public/uploads/Elite_Master.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-master-cad-cam/
elite-lc-tray-2,Zhermack,Zhermack S.p.A.,Elite LC Tray,D500100,D500100 | D500101 | D500102,3,Dental > Laboratory > Prosthesis Preparation > Custom trays,Elite LC Tray is the line of light-cured resin plates for making individual impression trays and removable prosthesis bases.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Elite-LC-Tray-D500100-D500101-D500102.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-lc-tray-2/
elite-lc-tray-round-lab-en,Zhermack,Zhermack S.p.A.,Elite LC Tray ROUND,D500052,D500052,1,Dental > Laboratory > Prosthesis Preparation > Custom trays,Elite LC Tray is a solution of light-curing resin plates for individual impression trays. Ideal for removable prostheses and occlusal plates.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Elite-LC-Tray-Round-D500052.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-lc-tray-round-lab-en/
elite-lc-tray-round-en,Zhermack,Zhermack S.p.A.,Elite LC Tray ROUND,D500052,D500052,1,Dental > Dental Practice > Impression systems > Accessories > Custom impression trays,Elite LC Tray Round is a solution of light-curing resin plates specifically thought for clinics looking for higher ergonomy.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Elite-LC-Tray-Round-D500052.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-lc-tray-round-en/
elite-lc-tray,Zhermack,Zhermack S.p.A.,Elite LC Tray,D500100,D500100 | D500101 | D500102,3,Dental > Dental Practice > Impression systems > Accessories > Custom impression trays,"Elite LC Tray are light-curing resin plates for impression trays and prosthetic bases. Quick and easy, they optimize work and efficiency.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Elite-LC-Tray-D500100-D500101-D500102.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-lc-tray/
acrytemp-2,Zhermack,Zhermack S.p.A.,Acrytemp,C700201,C700201 | C700200 | C700215 | C700205 | C700211,5,Dental > Laboratory > Prosthesis Preparation > Temporary restorations,Acrytemp is the bisacrylic resin designed for temporary restorations: fracture resistance and natural fluorescence for precise and reliable results.,https://www.zhermack.com/public/uploads/Acrytemp_C700200-1.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/acrytemp-2/
acrytemp,Zhermack,Zhermack S.p.A.,Acrytemp,C700201,C700201 | C700200 | C700215 | C700205 | C700211,5,Dental > Dental Practice > Restorative > Temporary restorations,Acrytemp is a bisacrylic resin designed for temporary restorations: fracture resistance and natural fluorescence for precise and reliable results.,https://www.zhermack.com/public/uploads/Acrytemp_C700200-1.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/acrytemp/
freealgin-maxi-medium-body-fast-set,Zhermack,Zhermack S.p.A.,Freealgin,C300110,C300110 | C300105 | C300106,3,Dental > Dental Practice > Impression systems > Preliminary impression > Alginate replacement,"Freealign is Zhermack's silicone replacement for alginates with superior dimensional stability, for greater accuracy and durability over time.",https://www.zhermack.com/public/uploads/Freealgin_C300110-2.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/freealgin-maxi-medium-body-fast-set/
hydrogum-5,Zhermack,Zhermack S.p.A.,Hydrogum 5,C302070,C302070 | C302071 | C302075,3,"Dental > Dental Practice > Impression systems > Preliminary impression > High-tech, high-performance alginates","Hydrogum 5 is a high performance scannable alginate, for detailed reproduction and high dimensional stability for up to 5 days. Ideal choice for your studio.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Hydrogum5-C302070_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/hydrogum-5/
hydrocolor-5,Zhermack,Zhermack S.p.A.,Hydrocolor 5,C302120,C302120,1,"Dental > Dental Practice > Impression systems > Preliminary impression > High-tech, high-performance alginates",Hydrocolor 5 is a high performance chromatic alginate: dimensional stability for up to 5 days to optimize the dentist's daily work. Discover it now.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Hydrocolor5-C302120_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/hydrocolor-5/
pinkalgin-5-en,Zhermack,Zhermack S.p.A.,Pinkalgin 5,C302140,C302140,1,"Impression systems > Preliminary impression > High-tech, high-performance alginates","Pinkalgin 5 is a fluorescent pink, high-performance, extra-fast alginate with 5 μm detail reproduction and 5 daysof dimensional stability",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Pinkalgin5-C302140_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/pinkalgin-5-en/
orthoprint,Zhermack,Zhermack S.p.A.,Orthoprint,C302145,C302145 | C302171,2,Dental > Dental Practice > Impression systems > Preliminary impression > Alginates for special applications,"Orthoprint is an extra fast alginate for orthodontics with fast action and high efficiency, very well indicated for children. Highly recommended for its performance.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Orthoprint-C302145_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/orthoprint/
neocolloid,Zhermack,Zhermack S.p.A.,Neocolloid,C302205,C302205,1,Dental > Dental Practice > Impression systems > Preliminary impression > Alginates for special applications,Neocolloid: extended mouth time alginate for precise removable prostheses. Trusted by 95% of users. Ideal choice for soft tissue reproduction.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Neocolloid-C302205_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/neocolloid/
tropicalgin,Zhermack,Zhermack S.p.A.,Tropicalgin,C302241,C302241 | C302240 | C302244 | C302245,4,Dental > Dental Practice > Impression systems > Preliminary impression > Versatile alginates,"Tropicalgin is a versatile chromatic alginate for dental impressions, with fast setting and extra-fast setting versions for different professional needs.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Tropicalgin-fast-C302240_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/tropicalgin/
zetalgin,Zhermack,Zhermack S.p.A.,Zetalgin,C301001,C301001 | C301004,2,Dental > Dental Practice > Impression systems > Preliminary impression > Essential alginates,"Zetalgin is Zhermack's high-quality alginate with mint flavor. A precise, effective and long-lasting solution for impression taking. Discover more.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Zetalgin-C301001-C301004_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/zetalgin/
zetalgin-chromatic-en,Zhermack,Zhermack S.p.A.,Zetalgin Chromatic,C301001,C301001 | C301004,2,Dental > Dental Practice > Impression systems > Preliminary impression > Essential alginates,"Zetalgin is a mint flavored chromatic alginate with guaranteed ISO quality, with the exclusive visual guide for accurate dental impression taking.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Zetalgin-C301001-C301004_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/zetalgin-chromatic-en/
hydrogum,Zhermack,Zhermack S.p.A.,Hydrogum,C302025,C302025,1,Dental > Dental Practice > Impression systems > Preliminary impression > Versatile alginates,"Hydrogum is a historic alginate for reliable and versatile dental impressions, for high quality results, used for over 20 years in many practices.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Hydrogum-C302025_MDR.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/hydrogum/
elite-rock-model-prep,Zhermack,Zhermack S.p.A.,Elite Rock,C410032,C410032 | C410030 | C410200 | C410334 | C410020 | C410201 | C410332 | C410010 | C410202 | C410330 | C410000 | C410204 | C410336 | C410152 | C410151 | C410150 | C410205 | C410160 | C410207,19,Dental > Laboratory > Model preparation > Stone models > Master Model and Bases,page description,https://www.zhermack.com/public/uploads/Elite_Rock.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-rock-model-prep/
elite-master,Zhermack,Zhermack S.p.A.,Elite Master,C410400,C410400 | C410402 | C410403 | C410404 | C410410 | C410411 | C410412,7,Dental > Laboratory > Model preparation > Stone models > Master Model and Bases,"Elite Master is Zhermack's resin-reinforced plaster solution for master models in fixed prosthetics. Low expansion, high fidelity and durability.",https://www.zhermack.com/public/uploads/Elite_Master.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-master/
elite-base,Zhermack,Zhermack S.p.A.,Elite Base,C410448,C410448 | C410446 | C410447 | C410437 | C410435 | C410436 | C410439,7,Dental > Laboratory > Model preparation > Stone models > Master Model and Bases,Elite Base is a solution for a plaster with optimal fluidity for bases without vibration: low expansion and high fidelity for impeccable results.,https://www.zhermack.com/public/uploads/Elite_Base.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-base/
elite-stone,Zhermack,Zhermack S.p.A.,Elite Stone,C410048,C410048 | C410214 | C410315 | C410310 | C410040 | C410211 | C410312 | C410043 | C410313,9,Dental > Laboratory > Model preparation > Stone models > Master Model and Bases,Elite Stone is Zhermack's thermal shock resistant stone for master models in removable prostheses. Maximum durability and resistance guaranteed.,https://www.zhermack.com/public/uploads/Elite_Stone.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-stone/
elite-model-fast,Zhermack,Zhermack S.p.A.,Elite Model – Elite Model Fast,C410070,C410070 | C410221 | C410080 | C410220 | C410304 | C410065 | C410224 | C410306 | C410069 | C410067 | C410226 | C410308 | C410064 | C410063 | C410228 | C410309,16,Dental > Laboratory > Model preparation > Stone models > Antagonist model,Discover Elite Model: High-quality type 3 stone for crafting antagonists & flask filling in removable prosthetics. Superior mechanics & versatility.,https://www.zhermack.com/public/uploads/Elite_Model.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-model-fast/
elite-arti,Zhermack,Zhermack S.p.A.,Elite Arti – Elite Arti Fast,C410100,C410100 | C410240 | C410350 | C410107 | C410105 | C410241 | C410351,7,Dental > Laboratory > Model preparation > Stone models > Articulator,Elite Arti is a class 3 thixotropic plaster with low expansion to keep the occlusion unaltered with minimal expansion and great ease of use.,https://www.zhermack.com/public/uploads/Elite_Arti_C410100.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-arti/
elite-ortho,Zhermack,Zhermack S.p.A.,Elite Ortho,C410091,C410091 | C410090 | C410230 | C410320,4,Dental > Laboratory > Model preparation > Stone models > Orthodontic model,"Elite Ortho is Zhermack's brilliant white plaster for orthodontic models. Thixotropic and low expansion, it is ideal for dental practice and orthodontics.",https://www.zhermack.com/public/uploads/Elite_Ortho_C410090.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/elite-ortho/
gingifast-rigid,Zhermack,Zhermack S.p.A.,Gingifast Rigid,C401520,C401520,1,Dental > Laboratory > Model preparation > Gingival reproduction,"Gingifast is the perfect solution for gingival morphology, ideal for fixed and implant prosthetics, effective and easy to use. Discover it on our website.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Gingifast-Rigid-C401520.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/gingifast-rigid/
gingifast-elastic,Zhermack,Zhermack S.p.A.,Gingifast Elastic,C401500,C401500,1,Dental > Laboratory > Model preparation > Gingival reproduction,Gingifast addition silicones offer a perfect reproduction of the gingival morphology: high aesthetic results and a 100% natural appearance. Dicover more.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Gingifast-Elastic-C401500.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/gingifast-elastic/
gingifast-cad-elastic,Zhermack,Zhermack S.p.A.,Gingifast CAD Elastic and Rigid,C203227,C203227 | C203232,2,Dental > Laboratory > Model preparation > Gingival reproduction,"Gingifast CAD is a fluid silicone for gingival masks, available in Elastic and Rigid versions, for quick 3D scans without the use of reflective sprays.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Gingifast-CAD-Elastic-C203227.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/gingifast-cad-elastic/
zeta-3-wipes-pop-up,Zhermack,Zhermack S.p.A.,Zeta 3 Wipes POP-UP,,,1,Dental > Dental Practice > Hygiene > Surfaces,Zeta 3 Wipes Pop-up is the Zhermack solution for the rapid disinfection of all medical devices: wide range of action in a single pass. Discover more now.,https://www.zhermack.com/public/uploads/Zeta_3_Wipes_POPUP_C810064-1.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,MANUFACTURER_REFERENCE_REQUIRED,https://www.zhermack.com/en/product/zeta-3-wipes-pop-up/
zeta-3-wipes-total,Zhermack,Zhermack S.p.A.,Zeta 3 Wipes TOTAL,,,1,Dental > Dental Practice > Hygiene > Surfaces,"Zeta 3 Wipes Total allows you to disinfect work surface quickly and effectively, for perfect results on any kind of surface. Discover more on our website.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Zeta_3_wipes_total_C810063-1.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,MANUFACTURER_REFERENCE_REQUIRED,https://www.zhermack.com/en/product/zeta-3-wipes-total/
zetaplus,Zhermack,Zhermack S.p.A.,Zetaplus,C100600,C100600 | C100468 | C100720 | C100730 | C100700,5,Dental > Dental Practice > Impression systems > Precision Impression > Condensation silicones,Zetaplus is a condensation silicone with high hydrocompatibility and biocompatibility: high durability and precision for dental impressions.,https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Zetaplus-C100600.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/zetaplus/
zetaplus-soft,Zhermack,Zhermack S.p.A.,Zetaplus Soft,C100610,C100610 | C100740 | C100700,3,Dental > Dental Practice > Impression systems > Precision Impression > Condensation silicones,"Zetaplus Soft is the condensation silicone for hydrocompatible, biocompatible and high-resistance impressions, to obtain precise impressions for the patient.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Zetaplus-C100610.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/zetaplus-soft/
oranwash-l,Zhermack,Zhermack S.p.A.,Oranwash L,C100660,C100660 | C100720 | C100700,3,Dental > Dental Practice > Impression systems > Precision Impression > Condensation silicones,"Oranwash by Zhermack is a solution for a highly hard condensation silicone designed for professionals, for precise and high-performance results.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Oranwash_L-C100660.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/oranwash-l/
oranwash-vl,Zhermack,Zhermack S.p.A.,Oranwash VL,C100650,C100650 | C100740 | C100700,3,Dental > Dental Practice > Impression systems > Precision Impression > Condensation silicones,"Oranwash VL is the condensing silicone for dental impressions. Water-compatible, biocompatible, resistant to obtain precise and safe impressions.",https://www.zhermack.com/public/uploads/ZH-Web-Pack-Image-Oranwash_VL-C100650.jpg,1,BRAND_PRESENTED_BY_KAZAKHSTAN_DISTRIBUTORS_AT_CADEX,KZ_SKU_EVIDENCE_REQUIRED,https://www.zhermack.com/en/product/oranwash-vl/
